date,decision_id,consensus_category,buy_vote_count,supporting_agents,dissenting_agents,trade_executed,net_return,reflection_category,decision_summary,outcome_summary,identified_strengths,identified_weaknesses,inconsistencies,diagnostic_labels,explainability_score
2025-12-15,decision_6629d265cf974fc0b5e7c2215e53649b,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -2.463566%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9119573034937883
2025-12-16,decision_5e3de26f6c214699a0afd6d406980086,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.315086%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9171090927031412
2025-12-17,decision_dd96a88923ff49deb0eb6fba402a4d81,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.608180%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | LOW_CONFIDENCE | CORRECT_TRADE_REJECTION,0.9098309511363504
2025-12-18,decision_dd411a3209744d1c8631033e07ecba83,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.364973%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9300529377767062
2025-12-19,decision_9e77619432cb48f7ab383119df94b61f,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.160075%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9338128653284566
2025-12-22,decision_5a3a1b89046348c9b79cadc4dfe6f0e3,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.178688%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9166613756298334
2025-12-23,decision_b14640f7750f45fe91fe720b10db389d,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.243967%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | LOW_CONFIDENCE | MISSED_PROFITABLE_OPPORTUNITY,0.9414937950337866
2025-12-24,decision_0d8d536b42974e4fa2376c6218f4f426,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.007657%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9319370338774174
2025-12-26,decision_07d1889c3ba24c97b299828399beae34,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.106775%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9371982335285443
2025-12-29,decision_4b9f760683de48c9a572af2734317da3,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.043964%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9153532955558483
2025-12-30,decision_6b9697f976094ff0b9bc541330378851,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.470633%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9353753411258444
2025-12-31,decision_5a6ef2ac5f754c4fadf2315e328cb7db,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.996880%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.912868659393988
2026-01-02,decision_86be60be6751461db2041ea2a1e6b848,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -2.191099%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9171510795249841
2026-01-05,decision_f67432a285de4e6798df0234a45446cf,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.743174%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.927430750498948
2026-01-06,decision_44474a568e7e4a1b934de81379d4e5fc,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 3.702500%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9235457080830645
2026-01-07,decision_962f1fd4dc9745c7b4feaf4eb8b86935,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.713427%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9302805592932221
2026-01-08,decision_0be32c6cf21441abb59c0126e6775ba4,SINGLE_BUY,1,SM,MA|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 1 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was SINGLE_BUY. Reason: Configuration 4 majority not reached: 1/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.228236%.,The configured majority-vote rule resolved differing analytical perspectives deterministically.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,"MA and SM issued different analytical votes. | SM and RM issued different analytical votes. | Configuration 4 contained analytical disagreement; dissenting agent(s): MA, RM.",CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | PARTIAL_AGENT_AGREEMENT | MAJORITY_NO_TRADE | CONSENSUS_SINGLE_BUY | MISSED_PROFITABLE_OPPORTUNITY,0.7957593468483016
2026-01-09,decision_baf7407e461d4500a35035f759643c02,SINGLE_BUY,1,SM,MA|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 1 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was SINGLE_BUY. Reason: Configuration 4 majority not reached: 1/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.048392%.,The configured majority-vote rule resolved differing analytical perspectives deterministically.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,"MA and SM issued different analytical votes. | SM and RM issued different analytical votes. | Configuration 4 contained analytical disagreement; dissenting agent(s): MA, RM.",CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | PARTIAL_AGENT_AGREEMENT | MAJORITY_NO_TRADE | CONSENSUS_SINGLE_BUY | MISSED_PROFITABLE_OPPORTUNITY,0.8015790965902942
2026-01-12,decision_ba99647b4fe34bd3ac3f62302c11b1c0,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.205311%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9243769347056464
2026-01-13,decision_72ea0c82e4f54290bbf3231404ae6b2e,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.693314%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9193282222600596
2026-01-14,decision_1118be6b62a34e459113da1b87b359f3,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.965113%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9203427382369139
2026-01-15,decision_52431aa650564f2e9e42fd5bf5a85de4,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.571944%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.913205019673513
2026-01-16,decision_e56df593dd574bd98cb7e866c945751b,SINGLE_BUY,1,SM,MA|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 1 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was SINGLE_BUY. Reason: Configuration 4 majority not reached: 1/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.087447%.,The NO_TRADE decision avoided a non-profitable market outcome. | The configured majority-vote rule resolved differing analytical perspectives deterministically. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,"MA and SM issued different analytical votes. | SM and RM issued different analytical votes. | Configuration 4 contained analytical disagreement; dissenting agent(s): MA, RM.",CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | PARTIAL_AGENT_AGREEMENT | MAJORITY_NO_TRADE | CONSENSUS_SINGLE_BUY | LOW_CONFIDENCE | CORRECT_TRADE_REJECTION,0.7760373738056763
2026-01-20,decision_3125dc540aaf43488dc16bb98653160a,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -1.280093%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9186943595694417
2026-01-21,decision_bac3a4684e6444069c9f6ade7bc74258,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.004834%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9251346925326338
2026-01-22,decision_02e937dfde0f49cc9837e4c22b28159f,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 0.023853%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9262838656242909
2026-01-23,decision_146c11adf073438f9d72845909223b32,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.686656%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9370311309430555
2026-01-26,decision_f589dcec8d924eefa3e9746216122af2,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was -0.749716%.,The NO_TRADE decision avoided a non-profitable market outcome. | All three analytical agents reached the same directional decision. | The resolved NO_TRADE decision avoided a non-profitable Open-to-Close outcome.,,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | CORRECT_TRADE_REJECTION,0.9112375212439405
2026-01-27,decision_ce3490d1b88a482dbe3b38c62095205f,UNANIMOUS_NO_TRADE,0,,MA|SM|RM,False,0.0,NO_TRADE_REVIEW,EX did not execute a trade under CONFIG_4_MA_SM_RM_EX_RF. The resolved analytical decision was NO_TRADE using MAJORITY_CONSENSUS. 0 of 3 active analytical agents voted BUY; 2 BUY vote(s) were required. Consensus category was UNANIMOUS_NO_TRADE. Reason: Configuration 4 majority not reached: 0/3 agents voted BUY.,No trade was executed. The counterfactual net Open-to-Close return was 1.980823%.,All three analytical agents reached the same directional decision.,The NO_TRADE decision missed a profitable market outcome. | The resolved NO_TRADE decision missed a profitable Open-to-Close opportunity.,,CONFIG_4_MA_SM_RM_EX_RF | NO_TRADE | FULL_AGENT_AGREEMENT | UNANIMOUS_NO_TRADE | CONSENSUS_UNANIMOUS_NO_TRADE | MISSED_PROFITABLE_OPPORTUNITY,0.9391997769909745
